# time, x_l, y_l, z_l, euler_r_l, euler_p_l, euler_y_l, x_r, y_r, z_r, euler_r_r, euler_p_r, euler_y_r,
2.562522888183593750e-03,-4.111733191879729521e-01,-4.061908888078096247e-01,1.860610111816193735e+00
9.191918373107910156e-02,-4.122086838351909366e-01,-4.088473666152729891e-01,1.862146539761383668e+00
1.764464378356933594e-01,-4.078065830523369684e-01,-4.134745505117380926e-01,1.857981011928877546e+00
2.655622959136962891e-01,-4.098061541266602159e-01,-4.110509664726637036e-01,1.861318753100940970e+00
3.521740436553955078e-01,-4.100103474826944372e-01,-4.138587182563541189e-01,1.863594041390593148e+00
4.362499713897705078e-01,-4.096785501550361808e-01,-4.135232196391243065e-01,1.864806273234226985e+00
5.183234214782714844e-01,-4.096785501550361808e-01,-4.135232196391243065e-01,1.864806273234226985e+00
6.001825332641601562e-01,-4.097161263338149340e-01,-4.128775819403621150e-01,1.865485930243790058e+00
6.846842765808105469e-01,-4.094081255067883451e-01,-4.114266229609400694e-01,1.863022718114895726e+00
7.678887844085693359e-01,-4.078368060033568110e-01,-4.120147406077764862e-01,1.860505715824657846e+00
8.510675430297851562e-01,-4.064287421129574862e-01,-4.151310783618934463e-01,1.859844177890716876e+00
9.353675842285156250e-01,-4.073378137287670953e-01,-4.155254105873705806e-01,1.861616006348311592e+00
1.018121480941772461e+00,-4.082528069849435393e-01,-4.147626458133649718e-01,1.862841674976101647e+00
1.100796937942504883e+00,-4.081192233553108117e-01,-4.143170262365730161e-01,1.861652436148631518e+00
1.185525417327880859e+00,-4.090110620049812185e-01,-4.149743709116141543e-01,1.860510766876516842e+00
1.269488096237182617e+00,-4.069667315568100130e-01,-4.163439977687420357e-01,1.857580414999201679e+00
1.359535217285156250e+00,-4.046981327489982405e-01,-4.182867441848799328e-01,1.857203349487220212e+00
1.451520442962646484e+00,-4.035748414733982270e-01,-4.190558968332795953e-01,1.857212281629555983e+00
1.548135280609130859e+00,-4.049473938405103168e-01,-4.163038663333933354e-01,1.864260935837782407e+00
1.652884960174560547e+00,-4.167660865105748402e-01,-4.169992130221880089e-01,1.901683540277546935e+00
1.751404762268066406e+00,-4.255551848568372986e-01,-4.383930809253373528e-01,1.951687391332960209e+00
1.849721431732177734e+00,-4.387458609022940048e-01,-4.660578308356113642e-01,2.000700303940941005e+00
1.955603361129760742e+00,-4.300470143899187137e-01,-4.989750686435401317e-01,2.002779933951080338e+00
2.056981086730957031e+00,-3.994125435841211491e-01,-5.170752835962892924e-01,1.951124984595322687e+00
2.157755374908447266e+00,-3.694416227500136873e-01,-5.014309120658850816e-01,1.891976172713546678e+00
2.263020992279052734e+00,-3.380818297178447285e-01,-4.821940796030692034e-01,1.854835126375111720e+00
2.372452497482299805e+00,-3.326685240756550033e-01,-4.664833983871635170e-01,1.864834963114495814e+00
2.489055633544921875e+00,-3.355202051803755081e-01,-4.613969685098623374e-01,1.879487152215369328e+00
2.588805437088012695e+00,-3.388694524776298955e-01,-4.617826880008422674e-01,1.886962533437880341e+00
2.687749862670898438e+00,-3.436713354471818693e-01,-4.644032699641140738e-01,1.905996225638679098e+00
2.771779060363769531e+00,-3.450734113216380461e-01,-4.686531527312919887e-01,1.928328494266001059e+00
2.853313207626342773e+00,-3.518683984333572656e-01,-4.677216451376513540e-01,1.960957624828669088e+00
2.942061662673950195e+00,-3.523112640116651817e-01,-4.712668932986563974e-01,1.986273170572678604e+00
3.028911113739013672e+00,-3.492767765448340778e-01,-4.757188880337553383e-01,1.993305902321502288e+00
3.112324953079223633e+00,-3.487793096112258850e-01,-4.746879924848878551e-01,1.995617766655883862e+00
3.199620485305786133e+00,-3.464323690889420382e-01,-4.781833246203388565e-01,1.992829562258190634e+00
3.284757137298583984e+00,-3.518366644262174159e-01,-4.852744199980151274e-01,1.996761758731296688e+00
3.369042396545410156e+00,-3.590611398464127468e-01,-4.949180747741496189e-01,2.003286124303304216e+00
3.454133272171020508e+00,-3.732719034138091141e-01,-5.095876629812403635e-01,2.018172507128406679e+00
3.538116931915283203e+00,-3.892217741350356142e-01,-5.133195428825829687e-01,2.036639813551498701e+00
3.626765966415405273e+00,-3.990209117102589964e-01,-5.073854174023930685e-01,2.046878759612804632e+00
3.719473600387573242e+00,-4.022945285470664878e-01,-4.899289052141362899e-01,2.043625036308747145e+00
3.803892612457275391e+00,-4.005092147965659266e-01,-4.626499218423714144e-01,2.018639795870326825e+00
3.886693954467773438e+00,-3.980904481629687353e-01,-4.394901442340951592e-01,1.983429659728753514e+00
3.973400831222534180e+00,-3.969542671673633727e-01,-4.221933532583905246e-01,1.944321964621018584e+00
4.060377120971679688e+00,-3.996461362712042664e-01,-4.142454279851733312e-01,1.909786120344726390e+00
4.147700309753417969e+00,-4.021323916526901576e-01,-4.100378068326060443e-01,1.886535998700475947e+00
4.236226081848144531e+00,-4.016134545957372737e-01,-4.099648436604847457e-01,1.861290280418354648e+00
4.320595979690551758e+00,-4.004223302067783652e-01,-4.103687157450310319e-01,1.839067593050774718e+00
4.403401374816894531e+00,-3.953170310899971618e-01,-4.129817086564320783e-01,1.820677002640957332e+00
4.488123416900634766e+00,-3.908838225664086341e-01,-4.184253838345295406e-01,1.807266569152857993e+00
4.573407173156738281e+00,-3.905367513438354754e-01,-4.196153043863345422e-01,1.799710461274970807e+00
4.658738136291503906e+00,-3.916023980253392489e-01,-4.191446716462404742e-01,1.795758539446210333e+00
4.741109848022460938e+00,-3.947982086454873141e-01,-4.176117440530213720e-01,1.796590472645101411e+00
4.822814464569091797e+00,-3.937235294998516766e-01,-4.148995276039721958e-01,1.792645021484732482e+00
4.906178474426269531e+00,-3.918310856564840017e-01,-4.056249967763476683e-01,1.780505243824431094e+00
4.987718582153320312e+00,-3.878427316039601003e-01,-3.954969449486912536e-01,1.764026841537152723e+00
5.071482181549072266e+00,-3.872857941915388014e-01,-3.718449674998859367e-01,1.762982106573995011e+00
5.156825304031372070e+00,-3.799732322462450185e-01,-3.403212048821565583e-01,1.784560676129461454e+00
5.239536762237548828e+00,-3.481781250873957623e-01,-3.026338043002962386e-01,1.834821240415599686e+00
5.322939872741699219e+00,-2.987704282529318744e-01,-2.598169106108776383e-01,1.913784727957130727e+00
5.404443264007568359e+00,-2.441430889132947257e-01,-2.315348959655773309e-01,2.005167742381160245e+00
5.487743139266967773e+00,-2.000530783443212057e-01,-2.183377890909881935e-01,2.103187420708174216e+00
5.572599172592163086e+00,-1.932354654458371679e-01,-2.199597730120247674e-01,2.200166744115513495e+00
5.656954050064086914e+00,-2.224806984394978038e-01,-2.210244246548725700e-01,2.286162054417552714e+00
5.739785194396972656e+00,-3.063474382942754093e-01,-2.061403919268728901e-01,2.407757652249064684e+00
5.822691440582275391e+00,-4.331197511170791214e-01,-1.819667472541289244e-01,2.564807890341318064e+00
5.906035184860229492e+00,-5.672385685139347267e-01,-1.627831598044777173e-01,2.748008480678846510e+00
5.990935325622558594e+00,-7.251434764961368629e-01,-1.573679568510169824e-01,1.671507386635881387e+00
6.086002111434936523e+00,-8.601719711131343704e-01,-1.649549067279871828e-01,2.549685379129950080e-01
6.172985792160034180e+00,-1.073768265037698955e+00,-1.270904139934066202e-01,-1.461850721910715967e+00
6.256848573684692383e+00,-1.316974003269957283e+00,-5.884416102994012576e-02,-2.805477500926633727e+00
6.340152978897094727e+00,-1.175783113994837814e+00,6.661626611000757286e-03,-2.754307788206851182e+00
6.422484159469604492e+00,-9.024545965346764120e-01,3.966954491778877656e-02,-2.780310361568107513e+00
6.505183458328247070e+00,-5.945932652442651456e-01,8.050358890893986874e-02,-2.919600223572542230e+00
6.588200569152832031e+00,-3.169048989405061079e-01,1.560053803937870576e-01,-1.933333334997575648e+00
6.673077583312988281e+00,-4.565808806003450737e-01,2.892645624496674173e-01,-5.397982801000427155e-01
6.758432865142822266e+00,-5.053810584872716616e-01,3.877010926969412519e-01,1.060507283361148634e+00
6.841232061386108398e+00,-3.431329151638752295e-01,3.227898063909462878e-01,2.283343506585274518e+00
6.924118757247924805e+00,-2.603803929101824455e-01,2.298977818539573170e-01,2.014310844073579077e+00
7.010056257247924805e+00,-2.219816467280068539e-01,9.200437609119747895e-02,1.876423515739348069e+00
7.091462373733520508e+00,-1.996867262397343801e-01,-9.226269512363363678e-02,1.813558503252736154e+00
7.172569274902343750e+00,-1.576914551741165071e-01,-2.726157606739333383e-01,1.781447528901588306e+00
7.255442619323730469e+00,-9.890833624558983961e-02,-4.989845991245503987e-01,1.757099722394140473e+00
7.339054107666015625e+00,-6.902246440718265430e-02,-6.614962254933443031e-01,1.763836074503441154e+00
