# time, x_l, y_l, z_l, euler_r_l, euler_p_l, euler_y_l, x_r, y_r, z_r, euler_r_r, euler_p_r, euler_y_r,
3.089904785156250000e-03,3.880062401294708252e-01,3.009824454784393311e-01,8.020993471145629883e-01,5.428004230476111136e-01,2.012911487881141603e-02,-1.189758407831727816e+00,4.238715469837188721e-01,-2.136175632476806641e-01,7.777829766273498535e-01,-2.389896240052475918e-01,-3.407272361892066392e-01,1.980568707168100406e+00
9.055376052856445312e-02,3.756704628467559814e-01,3.139331042766571045e-01,8.017696738243103027e-01,5.235955503258585830e-01,-7.463019698669803859e-03,-1.155116227547770436e+00,4.232990741729736328e-01,-2.126442342996597290e-01,7.783250212669372559e-01,-2.370257567227591622e-01,-3.449592040464526388e-01,1.971683118977464844e+00
1.769902706146240234e-01,3.747934699058532715e-01,3.159572780132293701e-01,8.009573221206665039e-01,5.327797452237618137e-01,-1.827560319637555608e-02,-1.173277941522818946e+00,4.228433370590209961e-01,-2.122367173433303833e-01,7.786523699760437012e-01,-2.270145084177354056e-01,-3.455323919907271613e-01,1.963154183185481294e+00
2.621002197265625000e-01,3.766695559024810791e-01,3.112047910690307617e-01,8.012225031852722168e-01,5.203280585106107026e-01,-1.773345369896062174e-02,-1.181553176105106795e+00,4.226049780845642090e-01,-2.126331925392150879e-01,7.784337997436523438e-01,-2.312260633124283427e-01,-3.395744499915018810e-01,1.967407033341825207e+00
3.479063510894775391e-01,3.778172135353088379e-01,3.084911108016967773e-01,8.017848730087280273e-01,5.095738462434729055e-01,-3.143097649966031248e-02,-1.190274221493137441e+00,4.222953319549560547e-01,-2.129143178462982178e-01,7.782821655273437500e-01,-2.284842981593387945e-01,-3.477437599292385606e-01,1.961046337644725135e+00
4.354882240295410156e-01,3.789894878864288330e-01,3.075222074985504150e-01,8.025508522987365723e-01,5.097212673401702032e-01,-3.221575247317143287e-02,-1.190489855867031377e+00,4.212533831596374512e-01,-2.126966863870620728e-01,7.792067527770996094e-01,-2.240027320527271382e-01,-3.474429540973251740e-01,1.954389434569475670e+00
5.223803520202636719e-01,3.764744997024536133e-01,3.107949793338775635e-01,8.035141825675964355e-01,5.631898634529890479e-01,-5.703111551285267034e-02,-1.159263052263698413e+00,4.206857979297637939e-01,-2.129755765199661255e-01,7.790661454200744629e-01,-2.248519503595433067e-01,-3.466335303873884222e-01,1.954650567443696474e+00
6.084454059600830078e-01,3.722458481788635254e-01,3.185565769672393799e-01,8.016911745071411133e-01,6.027556132310858406e-01,-1.105874300159845891e-01,-1.158665494199639046e+00,4.197806119918823242e-01,-2.126813977956771851e-01,7.794228792190551758e-01,-2.216608163274843557e-01,-3.433491093392597726e-01,1.949001424773733948e+00
6.920976638793945312e-01,3.683006167411804199e-01,3.285476267337799072e-01,8.001897931098937988e-01,6.323880406863764403e-01,-1.627327940402321094e-01,-1.161745936272813307e+00,4.206087291240692139e-01,-2.126132249832153320e-01,7.789810895919799805e-01,-2.281274599383912305e-01,-3.468459190964132688e-01,1.952791050186954092e+00
7.757847309112548828e-01,3.691895604133605957e-01,3.323895037174224854e-01,7.987801432609558105e-01,6.519033651643649785e-01,-1.540125392764080114e-01,-1.165652387672214907e+00,4.202878773212432861e-01,-2.119686752557754517e-01,7.794356346130371094e-01,-2.257274216943161438e-01,-3.341964531738674804e-01,1.945723524309848296e+00
