# time, x_l, y_l, z_l, euler_r_l, euler_p_l, euler_y_l, x_r, y_r, z_r, euler_r_r, euler_p_r, euler_y_r,
2.917766571044921875e-03,3.748922348022460938e-01,2.915161252021789551e-01,8.209613561630249023e-01,4.748876564763759855e-01,-6.207065868939043440e-02,-1.406545958531164375e+00,3.812376856803894043e-01,-2.228842675685882568e-01,8.232485055923461914e-01,-6.762916140830789180e-01,-7.489232831996006645e-02,2.192487548979062950e+00
9.975767135620117188e-02,3.720707297325134277e-01,2.836183309555053711e-01,8.232228755950927734e-01,4.535964845325728967e-01,-8.972386761032113967e-02,-1.420217491575031410e+00,3.913748562335968018e-01,-1.424948722124099731e-01,8.368115425109863281e-01,-4.863503969202783717e-01,4.475856577310377560e-02,2.351807964043538313e+00
1.980826854705810547e-01,3.723741471767425537e-01,2.797042429447174072e-01,8.247390389442443848e-01,4.534793484153891163e-01,-1.032951057099642522e-01,-1.413222337805063011e+00,4.082160890102386475e-01,-6.598034501075744629e-02,8.425896763801574707e-01,-3.940946351503180622e-01,1.151680023289181065e-01,2.461623279800930764e+00
2.827196121215820312e-01,3.720049858093261719e-01,2.804789543151855469e-01,8.216932415962219238e-01,4.452062009800393239e-01,-8.138878377330716063e-02,-1.406357298565957592e+00,4.264563918113708496e-01,1.002475619316101074e-04,8.443744778633117676e-01,-3.223212216436821542e-01,1.293042820502985357e-01,2.487222042006732359e+00
3.657193183898925781e-01,3.719580769538879395e-01,2.795075476169586182e-01,8.218497633934020996e-01,4.241603161821157486e-01,-5.356723022699427794e-02,-1.399416242726406301e+00,4.394739866256713867e-01,3.564824163913726807e-02,8.432757258415222168e-01,-3.088089650173062584e-01,1.041857598628499471e-01,2.489093038301633420e+00
4.504172801971435547e-01,3.729113936424255371e-01,2.775660455226898193e-01,8.209731578826904297e-01,4.278230534568367438e-01,-3.027197284461546900e-02,-1.393767590267336987e+00,4.528205990791320801e-01,7.050720602273941040e-02,8.395628333091735840e-01,-3.316049157429883376e-01,5.001870202297697965e-02,2.489354941632551110e+00
5.332448482513427734e-01,3.747077882289886475e-01,2.779076099395751953e-01,8.199602365493774414e-01,4.393741041282123727e-01,-1.905408250887408173e-02,-1.393697162484675678e+00,4.579159617424011230e-01,8.125427365303039551e-02,8.387981057167053223e-01,-3.387470579166653728e-01,3.728295862685393480e-02,2.479153166151268906e+00
6.165695190429687500e-01,3.807480931282043457e-01,2.807239294052124023e-01,8.169906139373779297e-01,4.615417236409336543e-01,-9.196812493364125984e-03,-1.402036357444607084e+00,4.651659429073333740e-01,8.691785484552383423e-02,8.366059660911560059e-01,-3.691303775864425152e-01,3.099856688147539785e-02,2.468033053477268979e+00
7.000768184661865234e-01,3.827847242355346680e-01,2.829979658126831055e-01,8.148453831672668457e-01,4.855327388782975095e-01,-2.494278375061198538e-02,-1.420635124802543947e+00,4.689086973667144775e-01,8.750199526548385620e-02,8.356630802154541016e-01,-3.829926115825117439e-01,1.187930969602857267e-02,2.480388883010399503e+00
7.835690975189208984e-01,3.816320300102233887e-01,2.844465076923370361e-01,8.144580125808715820e-01,4.777074960930280390e-01,-2.368483308928670539e-02,-1.412203920619497621e+00,4.709071815013885498e-01,8.493639528751373291e-02,8.340233564376831055e-01,-3.925024528781406730e-01,1.102329998485274132e-02,2.496634215800240142e+00
8.671307563781738281e-01,3.801527023315429688e-01,2.831967175006866455e-01,8.147742748260498047e-01,4.696960587112970487e-01,-1.913670772190201319e-02,-1.401485080679459649e+00,4.681749045848846436e-01,7.703731209039688110e-02,8.338934779167175293e-01,-3.649305796622139830e-01,1.892997898297532622e-02,2.493522792127165211e+00
9.514503479003906250e-01,3.795725703239440918e-01,2.827963531017303467e-01,8.138049840927124023e-01,4.624700070380156069e-01,-2.800652084238652861e-02,-1.401980868480315667e+00,4.659305810928344727e-01,6.265462189912796021e-02,8.325687646865844727e-01,-3.440914135901260718e-01,3.428493077846694881e-02,2.486558177279982296e+00
1.041547298431396484e+00,3.786020576953887939e-01,2.825088202953338623e-01,8.132950663566589355e-01,4.584153299466026676e-01,-4.259000709030003051e-02,-1.411723330688662736e+00,4.647514522075653076e-01,4.005867987871170044e-02,8.300190567970275879e-01,-3.205813875495224785e-01,3.277176664700798270e-02,2.472387276292447034e+00
1.133601903915405273e+00,3.753679394721984863e-01,2.796343564987182617e-01,8.166506290435791016e-01,4.414033673779815814e-01,-7.163709654631578161e-02,-1.413821361664238774e+00,4.588315486907958984e-01,1.802172698080539703e-02,8.317484855651855469e-01,-2.761876939813077136e-01,1.173494160882682102e-02,2.427046466006275161e+00
1.217358827590942383e+00,3.719588518142700195e-01,2.834240794181823730e-01,8.226970434188842773e-01,4.809219201046270875e-01,-1.335054478352415419e-01,-1.433589823874466651e+00,4.484290778636932373e-01,-4.169048741459846497e-02,8.391919136047363281e-01,-3.207543723098371657e-01,3.099584350819495349e-02,2.368114966536848609e+00
1.301411867141723633e+00,3.689190149307250977e-01,2.944372594356536865e-01,8.286147713661193848e-01,5.129529738416900297e-01,-1.733224500568530946e-01,-1.425880178563510681e+00,4.359316229820251465e-01,-1.000103726983070374e-01,8.501273393630981445e-01,-3.556536104061468473e-01,-1.625894954783690949e-02,2.242870145959331207e+00
1.384396553039550781e+00,3.585811555385589600e-01,3.125602304935455322e-01,8.423271179199218750e-01,6.452184433495049554e-01,-4.916848164084293149e-01,-1.517882897251201069e+00,4.092328548431396484e-01,-2.096983343362808228e-01,8.581906557083129883e-01,-4.758379434580390921e-01,-2.455831852600167675e-01,1.976649184186636710e+00
1.468269348144531250e+00,3.505433201789855957e-01,3.182317614555358887e-01,8.557757139205932617e-01,9.415775991459058858e-01,-8.872721383705877152e-01,-1.811101006821944637e+00,3.878122270107269287e-01,-2.853386700153350830e-01,8.462241888046264648e-01,-5.988343473981170284e-01,-5.813630864407679510e-01,1.847777062863021680e+00
1.551292896270751953e+00,3.415428400039672852e-01,2.961245775222778320e-01,8.733086585998535156e-01,1.436189852426473568e+00,-1.052879452087157386e+00,-2.325953216608995344e+00,3.485469818115234375e-01,-3.497674465179443359e-01,8.092636466026306152e-01,-3.821581186541168629e-01,-5.166901142116091528e-01,1.638332933188918705e+00
